conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,scopeNote,description
http://data.europa.eu/esco/skill/8e839bce-38f0-472d-8792-9b7c12b197ef,knowledge,cross-sector,behavioural disorders,behaviour disorders;behavioural problem;behavioural disorder;behavioral disorders;behavioural delay;behavioural difficulty,,,"The often emotionally disruptive types of behaviour a child or adult can show, such as attention deficit hyperactivity disorder (ADHD) or oppositional defiant disorder (ODD)."
http://data.europa.eu/esco/skill/8eab4e4f-03f8-4a66-a830-ec4e5db43253,skill/competence,sector-specific,prescribe medication,prescribe medicinal products;write prescriptions for medication;prescribe medications,,,"Prescribe medications, when indicated, for therapeutic effectiveness, appropriate to the client`s needs and in accordance with evidence-based practice, national and practice protocols and within scope of practice."
http://data.europa.eu/esco/skill/8ebb2c0a-0baa-43bf-95cf-094047c57427,skill/competence,cross-sector,maintain professional administration,keep professional administration documents;organise professional administration records;maintaining professional administration,,,"File and organise professional administration documents comprehensively, keep customer records, fill in forms or log books and prepare documents about company-related matter."
http://data.europa.eu/esco/skill/8efa6a7a-6556-4cb8-908d-59d3b5c58d2f,knowledge,sector-specific,cloud monitoring and reporting,cloud monitoring;cloud computing monitoring and reporting;cloud reporting,,,"The metrics and alarms utilizing cloud monitoring services, in particular performance and availability metrics."
http://data.europa.eu/esco/skill/8f1a24be-d770-470d-94c8-d074f4087754,knowledge,sector-specific,"hardware, plumbing and heating equipment products","hardware, plumbing and heating equipment stock;hardware, plumbing and heating equipment commodities;hardware, plumbing and heating equipment brands;hardware, plumbing and heating equipment parts",,,"The offered hardware, plumbing and heating equipment products, their functionalities, properties and legal and regulatory requirements."
http://data.europa.eu/esco/skill/8f32e02a-9290-47ab-ad28-6567bfc2f17a,skill/competence,sector-specific,design process for blockchain-based systems,design of a blockchain-based system;design process for blockchain technology;design process for blockchain application architecture,,,"Design processes for blockchain-based systems which involves the clear identification of problems to be solved through blockchain, specifying the business requirements, identifying a consensus mechanism, choosing the most suitable blockchain platform, designing the blockchain nodes, planning the blockchain configuration, building blockchain APIs, designing user interfaces, and integrating accelerators for optimization."
http://data.europa.eu/esco/skill/8f370faa-4123-4bdd-8dd3-304edd188076,skill/competence,sector-specific,make price recommendations,making price recommendations;produce price recommendations;agree price recommendations;make a price recommendation;create price recommendations;making a price recommendations,,,"Make price recommendations based on factors such as standard costs, promotions, freight, margin expectations, and customer relationships."
http://data.europa.eu/esco/skill/8f585def-6ade-41b3-b897-3d71fba4151d,knowledge,cross-sector,alternative energy,alternative energy sources,,,Sources of energy that do not originate from fossil fuels and have few greenhouse emissions.
http://data.europa.eu/esco/skill/8f5d6a1b-32fa-4c3f-b3d6-5f070d2e0f74,knowledge,sector-specific,therapy in health care,therapy in healthcare;counseling in healthcare;therapy in health-care;counselling in health care;counselling in healthchare;counseling in health care,,,"The principles, methods, and procedures for diagnosis, treatment, and rehabilitation of physical and mental dysfunctions."
http://data.europa.eu/esco/skill/8f9e8842-94f3-48d5-8d09-c43829bcabc5,skill/competence,cross-sector,liaise with shareholders,liaising with shareholders;liaise with shareholder;work together with shareholders;cooperate with shareholders;collaborate with shareholders,,,"Communicate and serve as communication point with shareholders in order to provide an overview on their investments, returns, and long-term plans of the company to increase profitability."
http://data.europa.eu/esco/skill/8fa840f7-e66a-4370-8e6d-7d554260c31c,skill/competence,sector-specific,forecast future ICT network needs,foresee future ICT network demands;estimate future ICT network needs,,,Identify current data traffic and estimate how growth will affect the ICT network.
http://data.europa.eu/esco/skill/8faefbc1-4745-4b3f-9889-81cd1d40b67c,skill/competence,sector-specific,evaluate tender,ensure legal compliance in tenders;ensure legal compliance in tender proposals;ensure objective assessment in tender proposals;assess tender proposals;evaluate tender proposals,,,"Ensure that tenders are assessed in an objective and legally compliant way and against exclusion, selection and award criteria defined in the call for tender. This includes identifying the Most Economically Advantageous Tender (MEAT)."
http://data.europa.eu/esco/skill/8fc6af8a-e0c3-4011-bf36-fa5997502c08,skill/competence,occupation-specific,provide support to authors,providing support to authors;offer support to authors;support authors;provide support to author,,,Provide support and advice to authors during the whole creation process until the release of their book and maintain good relations with them.
http://data.europa.eu/esco/skill/8fcf2beb-b6f1-4517-8649-84096e011042,skill/competence,sector-specific,improve customer interaction,improving customer interaction;design better customer interaction;rejuvenate customer interaction;improve a customers' interaction;customer interaction improvement;modify customer interaction;better customer interaction,,,Permanently refine and improve the quality of customer interaction and customer satisfaction; make continuous efforts to improve business standards.
http://data.europa.eu/esco/skill/8fd96f45-e2ff-48e3-8829-5f25684993b9,skill/competence,sector-specific,write storylines,write storyline;create storylines;writing storylines;compose storylines,,,"Write the plot of a novel, play, film, or other narrative form. Create and develop characters, their personalities, and relationships."
http://data.europa.eu/esco/skill/8ff015a0-98ea-4d80-a23e-1f68110a919e,knowledge,sector-specific,software design methodologies,software design approaches;software design techniques,,,"The methodologies such as Scrum, V-model and Waterfall to design software systems and applications."
http://data.europa.eu/esco/skill/901105f8-3a08-453e-b1dc-23619e317fd3,skill/competence,cross-sector,create flowchart diagram,generate flow chart;develop flow diagram;design flow diagram;compose flow diagram;develop flow chart;build flow diagram;design flow chart;build flowchart;compose flow chart;generate flow diagram,,,Compose a diagram that illustrates systematic progress through a procedure or system using connecting lines and a set of symbols.
http://data.europa.eu/esco/skill/9013b46e-5a9b-4929-8918-fcadfdfd37ce,skill/competence,cross-sector,supervise daily information operations,supervise daily info operations;supervise daily information operation;manage daily information operations;direct daily information operations;oversee daily information operations;supervising daily information operations,,,Direct daily operations of different units. Coordinate program/project activities to assure the respect of costs and time.
http://data.europa.eu/esco/skill/90267570-aad1-4c54-9c9c-5a1a5847a819,skill/competence,cross-sector,advise on training courses,provide information on possible training options;provide consultancy service on training courses;advise on trainings;provide information on training courses;provide guidance on training courses;inform on training courses;advise on training course,,,"Provide information on possible training options or qualifications and available funding resources, depending on the needs and educational background of the individual."
http://data.europa.eu/esco/skill/902fb91c-3113-4004-9b4f-79aa86b638b7,knowledge,sector-specific,web application security threats,open web application security project;OWASP,,,"The attacks, vectors, emergent threats on websites, web applications and web services, the rankings of their severity identified by dedicated communities such as OWASP."
http://data.europa.eu/esco/skill/9035afc4-5317-455d-ab60-f32e2ecc6bfc,knowledge,sector-specific,blockchain platforms,blockchain ecosystems;blockchain infrastructures,Corda;Hyperledger;Ripple;Ethereum;openLedger;openChain,,"The different integrated infrastructures, each with their own characteristics, that allow the development of blockchain applications. Examples are multichain, ehtereum, hyperledger, corda, ripple, openchain, etc."
http://data.europa.eu/esco/skill/90398aca-82b7-4f56-8e0f-814d949162b4,skill/competence,cross-sector,coordinate marketing plan actions,coordinate marketing plan action;coordinating marketing plan actions;coordinate actions of marketing plan;manage marketing plan actions;oversee marketing plan actions,,,"Manage the overview of the marketing actions such as the marketing planning, internal financial resource granting, advertising materials, implementation, control, and communication efforts."
http://data.europa.eu/esco/skill/905b6acd-377b-46b9-9d80-e47e9ca789ca,knowledge,cross-sector,financial markets,financial market;fiscal markets;money markets;finance markets,,,The financial infrastructure which permits trading securities offered by companies and individuals govern by regulatory financial frameworks.
http://data.europa.eu/esco/skill/905e8db4-0429-4abf-a11d-8df2547f4cff,skill/competence,sector-specific,work on the effects of abuse,address the effects of abuse;treat the effects of abuse;work on the effects of past abuse;work on trauma caused by abuse,,,"Work with individuals on the effects of abuse and trauma; such as sexual, physical, psychological, cultural and neglect."
http://data.europa.eu/esco/skill/906323f4-00c4-4c3b-ab5a-8af77be3456e,skill/competence,cross-sector,create data sets,data set creation;establish data sets;create a data set;produce data sets;design data sets;develop data sets;creating data sets,,,Generate a collection of new or existing related data sets that are made up out of separate elements but can be manipulated as one unit.
http://data.europa.eu/esco/skill/906c9e66-bdee-4f8e-93d7-88d9fcf39a0a,skill/competence,cross-sector,fix meetings,arrange meetings;schedule meetings;fix meeting;organise meetings;fixing meetings,,,Fix and schedule professional appointments or meetings for clients or superiors.
http://data.europa.eu/esco/skill/9072e955-3c24-408e-a069-15f3fb012e72,skill/competence,cross-sector,advise on medical device features,advise on features of a medical device;inform on medical device's functions;explain features of medical devices;advise on features of medical device;give advice on features of medical device;provide information on medical device's features;advise on features of medical devices,,,"Provide information on how the medical device is functioning, what are its features, advantages and usability terms."
http://data.europa.eu/esco/skill/9091c8e5-9357-4c29-bceb-ddb1792c22e8,skill/competence,cross-sector,advise on conflict management,advise on conflicts' management;provide conflict management recommendations;advise on management of conflicts;suggest conflict management solutions,,,"Advise private or public organisations on monitoring possible conflict risk and development, and on conflict resolution methods specific to the identified conflicts."
http://data.europa.eu/esco/skill/909a28ce-d4b6-4567-9b74-d111f1ed9633,skill/competence,sector-specific,maintain plan for continuity of operations,maintain a systematic plan of methods for business continuity,,,"Update methodology which contains steps to ensure that facilities of an organisation are able to continue operating, in case of broad range of unforeseen events."
http://data.europa.eu/esco/skill/90a7db00-9262-482d-b50c-12d12b7a7d98,skill/competence,sector-specific,manage health promotion activities,operate health promotion activities;oversee health promotion activities;manage health promotion;plan health promotion activities;conduct health promotion activities;implement health promotion activities;supervise health promotion activities;administer health promotion activities;promote health programs;direct health promotion activities;manage health promotion actions;manage health promotion activity,,,"Plan, implement and evaluate health promotion activities and projects in different settings such as kindergarten and school, workplace and business, social living environment and primary health care, particularly in the context of projects."
http://data.europa.eu/esco/skill/90be83d9-56f1-46a4-a6bc-96c51f6c9025,skill/competence,sector-specific,acquire system component,procure system component;obtain system component,,,"Obtain hardware, software or network components which match other system components in order to expand it and perform necessary tasks."
http://data.europa.eu/esco/skill/90ccd1bc-af3f-4c04-b2dd-bef2ba62905d,skill/competence,sector-specific,advise on mental health,counsel on mental health;advise on psychic health;advise on aspects of mental health;provide counselling on mental health;offer counselling on mental health;advise on health-promoting aspects,,,"Advise persons of all ages and groups in terms of the health-promoting aspects of individual behaviour and institutions with regard to the personal, social and structural factors on physical and mental health."
http://data.europa.eu/esco/skill/90cf93e8-5714-4be9-8fc8-c9e9f68e6c6d,skill/competence,sector-specific,work on psychosomatic issues,treat psychosomatic issues;work on psychosomatic problems;address psychosomatic issues;work on medically unexplained symptoms,,,Work with body and mind issues such as the spectrum of human sexuality and psychosomatic ailments.
http://data.europa.eu/esco/skill/90d7e643-1171-4e00-977f-de464d388b60,skill/competence,sector-specific,provide counselling on abortion,provide termination of pregnancy counsel;provide pregnancy termination counselling;offer termination of pregnancy counselling;give termination of pregnancy counselling;provide termination of pregnancy counseling,,,"Provide information and counselling services to young women facing the decision of undertaking abortion, discussing about the causes and consequences and helping them make an informed decision."
http://data.europa.eu/esco/skill/91003b4a-f2aa-4472-a9c1-4597abb518f2,knowledge,cross-sector,insolvency law,bankruptcy regulations;insolvency regulations;bankruptcy rules;bankruptcy statutes;insolvency statutes;insolvency rules,,,The legal rules regulating the incapacity to pay debts when they fall due.
http://data.europa.eu/esco/skill/911e13ee-1eec-4243-88c8-3c08a3681a19,skill/competence,cross-sector,manage resources,coordinate resources;resources management;management of resources,,,"Manage personnel, machinery and equipment in order to optimise production results, in accordance with the policies and plans of the company."
http://data.europa.eu/esco/skill/9136cbf1-7916-4f1c-bc9a-0318ee1d6016,knowledge,sector-specific,human-computer interaction,HCI,,,The study of the behaviour and interaction between digital devices and human beings.
http://data.europa.eu/esco/skill/913e7e83-b8f8-4574-b1ca-1b38f3fd974a,skill/competence,sector-specific,execute software tests,test application;test programs,,,"Perform tests to ensure that a software product will perform flawlessly under the specified customer requirements and identify software defects (bugs) and malfunctions, using specialised software tools and testing techniques."
http://data.europa.eu/esco/skill/91816e1a-d026-4d21-9b1c-59ca5cf488de,skill/competence,cross-sector,analyse internal factors of companies,evaluate internal factors of companies;analyse internal factors of company;study internal factors of companies;examine internal factors of companies;analyse companies' internal factors;analyze internal factors of companies;analysing internal factors of companies;review internal factors of companies,,,"Research and understand various internal factors that influence the operation of companies such as its culture, strategic foundation, products, prices, and available resources."
http://data.europa.eu/esco/skill/918f5211-b99f-4b29-9a34-6e475583ef55,skill/competence,cross-sector,write work-related reports,produce work-related reports;compose work-related reports;write reports;present reports on work activities;perform work-related reporting;write work reports;carry out work-related reporting;develop reports on work activities;complete work-related reports;undertake work-related reporting;create work-related reports,,,Compose work-related reports that support effective relationship management and a high standard of documentation and record keeping. Write and present results and conclusions in a clear and intelligible way so they are comprehensible to a non-expert audience.
http://data.europa.eu/esco/skill/9190d87f-9792-42e0-bb7f-64294a656bcd,skill/competence,sector-specific,monitor system performance,system logging,,,"Measure system reliability and performance before, during and after component integration and during system operation and maintenance. Select and use performance monitoring tools and techniques, such as special software."
http://data.europa.eu/esco/skill/9194696f-8a5a-4f7b-bf8a-a680da41c320,knowledge,cross-sector,forming of public opinion,forming of public's opinion;manufacturing of public opinion;shaping of public opinion;forming of public opinions,,,"The process whereby perceptions and opinions toward something are forged and enforced. The elements that play a role in public opinion such as framing information, psyche processes, and herding."
http://data.europa.eu/esco/skill/91abe492-18be-4cce-93c7-0dca07072363,skill/competence,cross-sector,meet deadlines,achieve deadlines;meet a deadline;conform with deadlines;make deadlines;complete deadlines,,,Ensure operative processes are finished at a previously agreed-upon time.
http://data.europa.eu/esco/skill/91ba97f5-7518-4638-b2d2-308996db3cf8,skill/competence,cross-sector,perform image editing,implement image editing;image editing performance;complete image editing;undertake image editing;performing image editing,,,Edit various types of images such as analogue and digital photographs or illustrations.
http://data.europa.eu/esco/skill/91be6910-bd67-4e1f-95b0-32513b399b24,skill/competence,cross-sector,communicate problems to senior colleagues,give feedback to senior colleagues regarding problems or issues;speak to senior colleagues about problems or issues;speak with senior colleagues;communicate issues to senior colleagues;communicate non-conformities to senior colleagues;engage in dialogue with senior colleagues on problems or issues;communicate with senior colleagues;communicate non-conformities,,,Communicate and give feedback to senior colleagues in the event of problems or non-conformities.
http://data.europa.eu/esco/skill/91dd8397-063d-499c-83b9-0603a10d94ac,knowledge,cross-sector,writing techniques,writing technique;writing practices;writing methods;writing procedures,,,"The different techniques to write a story such as the descriptive, persuasive, first person and other techniques."
http://data.europa.eu/esco/skill/91fe9c5b-7c12-4835-ad9c-6cae970187fa,skill/competence,sector-specific,influence legislators,dominate law makers;pressure law makers;dominate legislators;pressure legislators;control law makers;control legislators,,,"Influence the organisations and individuals involved in the process of making or changing legislation and laws in order to obtain a desired result, by identifying which parties would be best to contact and using persuasive methods to influence their actions and decisions."
http://data.europa.eu/esco/skill/9242ad54-dc3d-41b3-9cfe-142fa8582511,knowledge,cross-sector,brand marketing techniques,brand marketing technique;brand marketing skills;marketing technique brand;brand marketing methods;brand marketing approaches;a brand marketing technique;brand marketing performance,,,The methods and systems used in researching and establishing a brand identity for marketing purposes.
http://data.europa.eu/esco/skill/925463a7-d51f-4d5b-9f79-4d28cf30acde,knowledge,sector-specific,integrated development environment software,Zeus IDE;Borland C++ Builder;CodeForge;Dev-C++;DialogBlocks;CodeLite;Anjuta;Philasmicos Entwickler Studio;SPE;NetBeans;MinGW Developer Studio;wxHatch;IDE;Code::Blocks,Zeus IDE;Dev-C++;NetBeans;Android Studio;CodeLite;RStudio;Visual Studio Code;IntelliJ IDEA;Anjuta;wxHatch;LabVIEW;Code::Blocks;Borland C++ Builder;SPE;CodeForge;Philasmicos Entwickler Studio;VisualWX;DialogBlocks;MinGW Developer Studio,,"The suite of software development tools for writing programs, such as compiler, debugger, code editor, code highlights, packaged in a unified user interface, such as Visual Studio or Eclipse."
http://data.europa.eu/esco/skill/925cb6fb-9506-48a5-9106-400088a4a436,skill/competence,cross-sector,arrange audit,arrange audits;organise audit;arranging audit;prepare audit;plan audit;manage audit,,,"Arrange a systematic examination of books, accounts, documents, and vouchers to ascertain how far the financial statements present a true and fair view, and to ensure that the books of accounts are properly maintained as required by law."
http://data.europa.eu/esco/skill/92721092-fe7c-4689-96bd-4f02385bc0e7,skill/competence,cross-sector,manage contracts,supervise manage contracts;managing a contract;regulate manage contracts;oversee manage contracts;manage a contract;maintain manage contracts;contract management,,,"Negotiate the terms, conditions, costs and other specifications of a contract while making sure they comply with legal requirements and are legally enforceable. Oversee the execution of the contract, agree on and document any changes in line with any legal limitations."
http://data.europa.eu/esco/skill/929e89f9-ac69-4bcb-9eea-37257aa5aff9,skill/competence,sector-specific,prepare for job interview,assist with job interview preparation;help with job interview preparation;preparing for job interview,,,"Make someone ready to deal with job interviews, by advising on communication, body language and appearance, going through frequently asked questions, and identifying personal and professional strengths and weaknesses."
http://data.europa.eu/esco/skill/92c1f0ea-f4e0-4dc5-9557-27ac896f2425,skill/competence,sector-specific,investigate competition restrictions,examine trade restrictions;check trade restrictions;analyse trade restrictions;scrutinise competition restrictions;scrutinise trade restrictions;analyse competition restrictions;examine competition restrictions;check competition restrictions,,,"Investigate practices and methodologies used by businesses or organisations which restrict free trade and competition, and which facilitate market dominance by a single firm, in order to identify the causes and come up with solutions to ban these practices."
http://data.europa.eu/esco/skill/92d04a10-eff2-4190-b5da-85e419f8ebbd,skill/competence,cross-sector,translate spoken language simultaneously,translating spoken language simultaneously;generate spoken translation simultaneously;simultaneously translate spoken language;deliver spoken translation simultaneously;simultaneously translating spoken language;provide spoken translation simultaneously,,,Translate what a speaker says accurately and completely at the same rate of speech without any lag time.
http://data.europa.eu/esco/skill/92e4064a-a93c-4e22-a63b-8da91757b90c,skill/competence,cross-sector,detect bottlenecks,identify congestion in the supply chain;recognise bottlenecks;identify bottlenecks;detect;detect supply chain impediments;identify bottlenecks in supply chains;notice bottlenecks;recognise blockages in the supply chain;identify supply chain impediments;detect bottlenecks in supply chains;recognise bottlenecks in supply chains;detect congestion in the supply chain;recognise supply chain congestion,,,Identify bottlenecks in the supply chain.
http://data.europa.eu/esco/skill/931b92cb-5705-4b6f-be86-36d8264e75d0,skill/competence,cross-sector,select subject matter,settle on subject matter;choose subject matter;selecting subject matter;decide on subject matter;select subject,,,"Select subject matter based on personal or public interest, or ordered by a publisher or agent."
http://data.europa.eu/esco/skill/935f7adb-b7fb-474f-a509-cddee89889d1,skill/competence,sector-specific,review unpublished articles,review articles;correct articles;read article;edit articles;read articles;reading articles,,,Read unpublished articles thoroughly to look for errors.
http://data.europa.eu/esco/skill/938fe4d7-623b-43f6-83b4-c818f3d3c130,skill/competence,sector-specific,carry out an autopsy,carry out post-mortem examinations;carry out autopsies;carry out necropsy;perform autopsy;carry out autopsy;perform post-mortem examinations;perform autopsia cadaverum;perform necropsy,,,"Open the deceased person`s body and remove the organs for examination, interpreting the findings in the context of the clinical history."
http://data.europa.eu/esco/skill/93aaf65c-5aad-4e6f-a7ba-ce9bf7c0e6e6,knowledge,sector-specific,information categorisation,design of information structures;information classification,,,The process of classifying the information into categories and showing relationships between the data for some clearly defined purposes.
http://data.europa.eu/esco/skill/93b22bbf-ece1-4e2d-8d47-0c9392c5a4fd,skill/competence,cross-sector,develop blockchain technology,incorporate blockchain technology;integrate blockchain technology,,,"Develop and integrate blockchain technology in new or existing ICT infrastructures, and understand the key challenges and solution approaches to this integration."
http://data.europa.eu/esco/skill/93d61edc-e7a2-46d5-a75d-2b12f68110c1,knowledge,sector-specific,rural development strategies,rural development,,,Practical approaches that are collectively used as responses to development needs in rural areas.
http://data.europa.eu/esco/skill/93e65de1-923c-437e-aa5b-e6002967ce71,knowledge,sector-specific,web based collaborative platforms,digital collaboration tools;online collaborative tools,Microsoft SharePoint Server,,Online tools which facilitate communication and collaboration among Internet users in real time. Platforms with a range of functionalities created to facilitate organisational team work or promote productive workflow among other features.
http://data.europa.eu/esco/skill/93f1caa3-df33-4de7-98da-40f5fc30fd52,knowledge,cross-sector,forensic intelligence,forensic judgement;juristic investigation;juristic understanding;forensic understanding;juristic judgement;forensic investigation,,,The procedures and methodology of gathering and analysing forensic intelligence and data for investigative purposes.
http://data.europa.eu/esco/skill/940a70fa-7c58-423b-8d03-34920b59f0f7,skill/competence,cross-sector,manage processes,regulate processes;maintain processes;manage a process;managing a process;oversee processes;managing processes;supervise processes,,,"Manage processes by defining, measuring, controlling and improving processes with the goal to meet customer requirements profitably."
http://data.europa.eu/esco/skill/941438bd-cc03-4326-91bf-677157dca170,skill/competence,cross-sector,support social service users to live at home,support social care service users to live at home;support service users to live at home;support users of social care services to live at home;improve sociale service users' ability to live at home;improve social services users' ability to live at home;help social services users to live at home,,,"Support social service users to develop their own personal resources and work with them to access additional resources, services and facilities."
http://data.europa.eu/esco/skill/9433da85-70fa-4a25-8f96-71fa59dd1989,knowledge,cross-sector,biology,fundamentals of biology;fundamentals of biological science;basics of biological science;first principles of biological science;basics of biology;science of biology;first principles of biology;field of biology;field of biological science,,,"Tissues, cells, and functions of plant and animal organisms and their interdependencies and interactions with each other and the environment."
http://data.europa.eu/esco/skill/945b8655-5577-4c3a-946a-842d4527afa8,knowledge,cross-sector,digital image processing,digital image processing practices;digital image manipulation;aliasing for digital image processing;image interpolation for digital image processing;digital image manipulation aspects,,,"The different aspects and practices of image processing and manipulation like image interpolation, aliasing, image enhancement, contrast stretching, histogram processing and equalization, singular value decomposition, singular value equalization, wavelets filtering and many others."
http://data.europa.eu/esco/skill/946034bf-be2b-4568-b3d5-5988735e26e8,skill/competence,sector-specific,manage a good diction,use a good diction;use a rich vocabulary;speak well;managing a good diction,,,Speak clearly and precisely so that others understand exactly what is being said. Pronounce words accurately so as not to make mistakes or unintentionally say something incorrect.
http://data.europa.eu/esco/skill/94758266-bb0f-4e41-bedb-349ecacfaf5c,skill/competence,occupation-specific,create freight rate databases,develop and maintain databases of freight rates;keep and update databases of freight rates;maintain databases of cargo rates;keep and update freight rate databases;develop and maintain freight rate databases;maintain databases of freight rates;maintain cargo rate databases;keep databases of cargo rates;keep databases of freight rates;keep freight rate databases;update databases of freight rates,,,Develop and maintain freight rate databases for use by supply chain departments in order to determine and adopt the most cost-efficient modes of transportation.
http://data.europa.eu/esco/skill/947e6a15-5539-43e2-b62f-6a52fd57e0a0,knowledge,cross-sector,consumer law,consumer protection;customer regulation;customer statute;consumer statute;consumer legislation;customer protection;customer legislation;consumer regulation,,,"The area of law that regulates the relationship between consumer and businesses providing goods or services, including consumer protection and regulations on irregular business practices."
http://data.europa.eu/esco/skill/949ced5f-7536-4614-ac60-563ffc91a2f2,knowledge,cross-sector,strategic planning,strategic plans;tactical planning;strategic plan,,,"The elements defining the foundation and core of an organisation such as its mission, vision, values, and objectives."
http://data.europa.eu/esco/skill/949ee0a9-d22b-4a56-bc7a-7ed35bf0b839,knowledge,sector-specific,reproductive health,functions of reproductive processes;health-related aspects of the reproductive system,,,"The reproductive processes, functions and system at all stages of life under safe and legal conditions, childbearing, modern contraception, sexually transmitted diseases and female genital mutilation."
http://data.europa.eu/esco/skill/94a56423-06a2-4753-b158-4d9231c8293e,skill/competence,sector-specific,define creative components,defining creative components;outline creative components;specify creative components;determine creative components,,,Identify sources of inspiration and strong points. Identify the subject of the art production. Identify the content. Identify creative factors such as performers and music.
http://data.europa.eu/esco/skill/94b2c46e-6338-4a1d-950a-d44eef018c53,skill/competence,cross-sector,collaborate with engineers,cooperate with engineers;collude with engineers;engage with engineers;interface with engineers;interface with servicing operatives;engage with servicing operatives;collude with servicing operatives;cooperate with servicing operatives,,,Work closely and communicate with engineers on designs or new products.
http://data.europa.eu/esco/skill/94b3b5cf-4850-4e6f-9199-a887b9f082c2,skill/competence,sector-specific,coordinate membership work,arrange membership work;regulate membership work;arrange affiliation work;arrange affiliation activity;organise membership work;organise affiliation work;arrange members work,,,"Provide internal coordination for membership work such as oversee implementation of efficient membership processes, systems and strategies and ensure affiliate information is accurate and up to date."
http://data.europa.eu/esco/skill/94dd823c-148e-4614-a6e8-99249b16357d,knowledge,sector-specific,ICT project management,management of IT related projects,,,"The methodologies for the planning, implementation, review and follow-up of ICT projects, such as the development, integration, modification and sales of ICT products and services, as well as projects relating technological innovation in the field of ICT."
http://data.europa.eu/esco/skill/94e3fa6e-54d7-42a8-a3fe-7f1b5f6d14e4,skill/competence,cross-sector,consult with editor,review with editor;consult with editors;discuss with editor;consulting with editor;confer with editor,,,"Consult with the editor of a book, magazine, journal or other publications about expectations, requirements, and progress."
http://data.europa.eu/esco/skill/94f2935b-b4ac-446e-9775-60b4239d016c,skill/competence,cross-sector,interpret psychological tests,obtain information from psychological tests;interpret psychological test;analyse psychological tests;obtain information from psychological test;analyze psychological tests,,,"Interpret psychological tests in order to obtain information on patients' intelligence, achievements, interests, and personality."
http://data.europa.eu/esco/skill/95013213-ee67-493b-86d0-e383e0f72482,knowledge,cross-sector,domestic heating systems,domestic HVAC systems;domestic heating system;domestic home heating systems;domestic household heating systems,,,"The modern and traditional heating systems alimented by gas, wood, oil, biomass, solar power and other renewable energy sources and their energy saving principles."
http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d,skill/competence,sector-specific,consult with business clients,consult with clients of business;consulting with business clients;communicate with business clients;obtain feedback from business clients,,,"Communicate with clients of a business or business project in order to introduce new ideas, obtain feedback, and find solutions to problems."
http://data.europa.eu/esco/skill/956cd4b3-6cf2-4871-b275-9a34a770c633,skill/competence,sector-specific,advise on provision of social services,advise on social service process;instruct on social service process;recommend on social service process;suggest on social service planning and strategy;commend on social service planning and strategy;recommend on social service planning and strategy;suggest on social service process;commend on social service process;instruct on social service planning and strategy,,,"Advise social service organisations on the development and implementation of plans for the provision of social services, determining the objectives, and managing resources and facilities."
http://data.europa.eu/esco/skill/9570e84e-6699-4c9f-9a12-7bc82d53a231,knowledge,cross-sector,public health,population health;principles of health affecting the population;health promotion for the public,,,"The principles of health and sickness affecting the population, including the means for health promotion and prevention and community and primary care."
http://data.europa.eu/esco/skill/958b8802-ec3e-4813-97f7-6c8f48610dbd,skill/competence,sector-specific,identify process improvements,identify improvement actions;develop improvement actions;process improvements identification;identifying of process improvements;determine improvement actions;select improvement actions;process improvement identification;identify business improvement opportunities;plan improvement actions;finding improvement opportunities;compile improvement actions;identify improvement opportunities;identifying process improvements;find improvement opportunities;identifying business improvement opportunities;identifying improvement opportunities;identification of process improvements,,,"Identify possible improvements to operational and financial performance, in order to increase productivity, efficiency, quality, and streamline procedures."
http://data.europa.eu/esco/skill/95d84b77-ba94-492f-a1e6-18be13f16cf0,skill/competence,cross-sector,use computer-aided translation,computer-aided translation use;employ computer-aided translation;using computer-aided translation;apply computer-aided translation;operate computer-aided translation,,,Operate computer-aided translation (CAT) software to facilitate the language translation processes.
http://data.europa.eu/esco/skill/95fc86de-8e74-4753-9344-281179aa74b0,skill/competence,cross-sector,maintain credit history of clients,manage credit history of clients;maintain credit history of client;maintaining credit history of clients;oversee credit history of clients;keep credit history of clients updated;maintain credit histories of clients,,,"Create and maintain the credit history of clients with relevant transactions, supporting documents, and details of their financial activities. Keep these documents updated in case of analysis and disclosure."
http://data.europa.eu/esco/skill/9601b2a8-68e4-4906-9306-a23679b8f0b0,skill/competence,cross-sector,supervise staff,staff recruitment and training;recruit and train staff;supervision staff;supervising of staff;recruitment and training of staff;staff supervision;recruiting and training staff;supervising staff,,,"Oversee the selection, training, performance and motivation of staff."
http://data.europa.eu/esco/skill/965ba49d-e179-4a99-a4c4-6ca8d2e3b716,skill/competence,sector-specific,perform asset recognition,implement asset recognition;classify expenditures as assets;perform revenue recognition,,,Analyse expenditures to verify whether some may be classified as assets in the case where it is likely that the investment will return profit over time.
http://data.europa.eu/esco/skill/96a67da1-881f-4d09-927e-ac75fcff4d93,skill/competence,cross-sector,compile content,organise and retrieve content;collect and arrange content;curate and organize content for targeted media;select and arrange content,,,"Retrieve, select and organise content from specific sources, according to the requirements of the output media such as printed materials, online applications, platforms, websites and video."
