conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,scopeNote,description
http://data.europa.eu/esco/skill/0ab9d433-10e5-4683-ae54-4687179a5259,knowledge,cross-sector,literature,fiction;nonfiction;prose,,,"The body of artistic writing characterized by beauty of expression, form, and universality of intellectual and emotional appeal."
http://data.europa.eu/esco/skill/0af062de-eb43-41e9-9b96-249e2cd22d26,skill/competence,sector-specific,use markup languages,use html;use mark-up languages;use XHTML;use HTML;use Html,,,"Utilise computer languages that are syntactically distinguishable from the text, to add annotations to a document, specify layout and process types of documents such as HTML."
http://data.europa.eu/esco/skill/0af529ff-a95d-419b-ab2a-335f6894a966,skill/competence,cross-sector,maintain logistics databases,ensure logistics databases remain up to date;update logistics databases;update logistical databases;keep logistics databases;maintain logistical databases;keep logistical databases;perform logistics database maintenance activities;ensure logistical databases remain up to date;maintain databases of logistics information;carry out logics database maintenance activities;maintain databases of logistical information,,,Maintain databases accessible to users in the logistics and storage sub-sector.
http://data.europa.eu/esco/skill/0af93aed-bb3e-4ce7-ad77-a41139c7e7c5,knowledge,occupation-specific,canvassing methods,electioneering plans;canvassing mechanisms;electioneering approaches;electioneering arrangements;canvassing plans;canvassing arrangements;canvassing approaches;electioneering mechanisms,,,"The different methods used in liaising with a target group or individuals to gather support for a cause, such as field canvassing (going door to door), candidate canvassing (going door to door or speaking with the public with a representative of the cause present), phone canvassing, engaging passers-by on the street, and other canvassing methods."
http://data.europa.eu/esco/skill/0b0335f3-0aa1-491e-895e-81fc8774a300,skill/competence,sector-specific,develop automated migration methods,design automated migration methods;design automated transfer of ICT information;generate automated transfer of ICT information;develop automated transfer of ICT information;create automated transfer of ICT information,,,"Create automated transfer of ICT information between storage types, formats and systems to save human resources from performing the task manually."
http://data.europa.eu/esco/skill/0b4fa617-f80f-426f-b7b1-e65234493983,skill/competence,occupation-specific,investigate human rights violations,inspect civil liberties violations;examine human rights violations;inspect human rights violations;analyse civil liberties violations;examine civil liberties violations;analyse human rights violations,,,Investigate cases in which a breach of human rights legislation may have occurred in order to identify the problems and determine an appropriate course of action.
http://data.europa.eu/esco/skill/0b5aaee4-c948-4853-bf8d-b9cd6c4917ee,skill/competence,cross-sector,inform policy makers on health-related challenges,provide information on health-related challenges to policy makers;inform policy makers on health-related problems;inform policy makers on a health-related challenge;inform policy maker on health-related challenges,,,Provide useful information related to health care professions to ensure policy decisions are made in the benefit of communities.
http://data.europa.eu/esco/skill/0b6cc8e4-b34d-4631-9061-3ba839ecc640,skill/competence,occupation-specific,report on grants,detail grants;administer allocations;summarise allocations;report donor and recipient;administer grants summarise grants;detail allocations;summarise grants,,,Inform the grant giver and grant receiver accurately and in time about new developments.
http://data.europa.eu/esco/skill/0b8da079-f587-403f-a6ad-cd18b8150044,skill/competence,cross-sector,gather technical information,collect technical information,,,"Apply systematic research methods and communicate with relevant parties in order to find specific information and evaluate research results to assess the information's relevance, relating technical systems and developments."
http://data.europa.eu/esco/skill/0bd4c62a-c309-467e-be76-8403b3f3a1a8,knowledge,cross-sector,financial products,financial instruments;fiscal products;monetary product;monetary products;financial securities;financial instrument;financial product,,,"The different types of instruments that apply to the management of cash flow that are available on the market, such as shares, bonds, options or funds."
http://data.europa.eu/esco/skill/0c0488b3-fca5-4deb-865b-8dc605c3d909,knowledge,sector-specific,sales argumentation,sale argumentation;argumentation of sales;sales techniques;sales pitches;sales strategies;sales promotions,,,Techniques and sales methods used in order to present a product or service to customers in a persuasive manner and to meet their expectations and needs.
http://data.europa.eu/esco/skill/0c606377-fbd6-4f66-b700-ba4524670b73,skill/competence,cross-sector,screen clients,selectively choose clients;scan clients,,,Check the personal information of clients and make sure they are not on any blacklist or registered for any severe offences.
