conceptUri,iscoGroup,preferredLabel,altLabels,hiddenLabels,scopeNote,description
http://data.europa.eu/esco/occupation/b73f4ce5-13fa-43a0-bbf6-01d7315849b8,2635,social work supervisor,social services team manager;social work programme manager;social work programme supervisor;social work team manager;senior social worker;social work manager;social work team leader;social services coordinator;social work team supervisor,,,"Social work supervisors manage social work cases by investigating alleged neglect or abuse cases. They make family dynamics assessment and provide assistance to sick people or with emotional or mental disorders. They train, assist, advise, evaluate and assign work to subordinate social workers making sure that all work is done according to the established policies, laws, procedures and priorities."
http://data.europa.eu/esco/occupation/b7507136-e71e-47e8-b873-e77d5cdf2922,2635,youth worker,senior youth worker;youth project team worker;youth support worker;youth centre worker;social worker youth justice;youth and community worker;welfare advisor;youth mentor;youth guidance worker;youth project team leader;youth advocate;youth advisor;youth programmes social worker;youth social worker;youth employment advisor;juvenile care worker,,,"Youth workers support, accompany and counsel young people, focusing on their personal and social development. They are involved in managing community projects and services through one-to-one or group-based activities. Youth workers can be volunteers or paid professionals who facilitate non-formal and informal learning processes. They are engaged in a large spectrum of activities by, with and for young people."
http://data.europa.eu/esco/occupation/b76178c0-a03a-4793-b079-1e61e636c521,2431,business developer,business development strategist;business development executive;business continuity analyst,,,"Business developers strive to improve the market share of companies in the market. They perform strategic analyses of the core advantages that a company's products or services have to offer, they cooperate in the development of marketing campaigns for lead generation and support on sales efforts."
http://data.europa.eu/esco/occupation/b7f47c25-bdf3-42fa-a68e-ad32754b2dba,2413,investment analyst,portfolio analyst;investment accounting analyst;investment banking analyst;investment banking business analyst;investment compliance analyst;investment officer;investment operations analyst;oil and gas investment banking analyst;investment specialist,,,"Investment analysts undertake research to make informed recommendations to fund managers. They research investments globally but depending on the nature and field of their employer they can specialise in fields like retail, infrastructure, energy, banking and financial services. They focus on financial and economical information such as the political and economic developments that can impact financial markets, the financial performance of the target companies and use the interpretation of data from different sources to understand how it affects investment decision making."
http://data.europa.eu/esco/occupation/b866b3bb-3dbd-4b3d-9a53-9ec15f43ca2f,2642,columnist,commentator;political columnist;gossip columnist;editorial opinion columnist;humor columnist;food columnist;advice columnist;senior columnist;magazine journalist,,,"Columnists research and write opinion pieces about new events for newspapers, journals, magazines and other media. They have an area of interest and can be recognised by their writing style."
http://data.europa.eu/esco/occupation/b89ba3a8-f03a-46b8-ac54-c87d7204aad0,2432,spokesperson,public relations coordinator;communications officer;press secretary;media coordinator;public relations officer;spokeswoman;spokesman;company spokesperson;media relations specialist,,,Spokespeople speak on behalf of companies or organisations. They use communication strategies to represent clients through public announcements and conferences. They promote their clients in a positive light and work to increase an understanding of their activities and interests.
http://data.europa.eu/esco/occupation/b95bdbed-1e7e-482a-aa73-7bdbb3e36358,2412,investment fund manager,fund director;investment fund adviser;fixed income portfolio manager;fund directors;fund manager;fund managers;portfolio managers;investments fund manager;investment managers;investments manager;portfolio administrators;investment fund coordinator;portfolio administrator;investment fund portfolio manager;investment fund advisor,,,"Investment fund managers implement and monitor the investment strategy of a fund. They manage the fund's portfolio trading activities and supervise the financial, securities, and investment analysts in charge to perform research on the investments and then make buying and selling recommendations. They make decisions on when to buy or sell the assets included in a portfolio. Investment fund managers works in a variety of settings such as banks, investment vehicles and stockbroking companies, working closely with the investment analyst. This occupation manages strategy and does not always work with relations between shareholders or investors."
http://data.europa.eu/esco/occupation/b9dd2ee7-5fea-46f8-b226-ddae9501f728,2635,sexual violence counsellor,victim support worker;sexual violence counselor;sexual violence advisor;sexual assault social counselor;domestic violence counsellor;victim care worker;sexual violence victim advocate;sexual violence support worker;sexual assault counsellor;victim care unit counsellor;victim care unit worker,,,"Sexual violence counsellors provide support services, crisis care services and counselling to women and adolescents who have been directly or indirectly exposed to sexual assault and/or rape. They inform victims of the relevant legal procedures and protective services maintaining client confidentiality. They also address problematic sexualized behaviours of children."
http://data.europa.eu/esco/occupation/bac64fa2-dcd6-47bb-8e5c-04e04a86a199,2632,geographer,economic geographer;geographers;biogeographer;cultural geographer;physical geographer;natural geographer;human geographer;geography research scientist,,,"Geographers are scholars who study human and physical geography. Depending on their specialisation, they study political, economical and cultural aspects of humanity contained within human geography. Moreover, they study land formations, soils, natural frontiers, and water flows contained in physical geography."
http://data.europa.eu/esco/occupation/bb6198c4-1d3e-40b9-9cc4-ad2dd9d7c74b,2514,industrial mobile devices software developer,industrial mobile devices software programmer;industrial mobile devices software coder;handheld programmer;handheld software developer,,,"Industrial mobile devices software developers implement applications software for specific, professional industrial mobile (handheld) devices, based on the industry needs, using general or specific development tools for device operating systems."
http://data.europa.eu/esco/occupation/bd272aee-adc9-4a06-a15c-a73b4b4a46a7,2514,ICT application developer,application developer;application software developers;application designer;app software developer;software programmer;application software engineer,,,"ICT application developers implement the ICT (software) applications based on the designs provided using application domain specific languages, tools, platforms and experience."
http://data.europa.eu/esco/occupation/bd9d395a-d587-45c6-8d72-ceef226df9e1,2511,ICT system integration consultant,network integration consultant;system integration consultants;systems integration consultant;application integration consultant;systems integration consultants,,,ICT system integration consultants advise on bringing together different systems to interoperate within an organisation for enabling data sharing and reducing redundancy.
http://data.europa.eu/esco/occupation/be6d7fd3-2e51-499f-a31d-8aa0bbd32f2a,2635,palliative care social worker,hospice worker;palliative care assistant;palliative care supervisor;hospice care assistant;hospice carer;palliative and hospice social worker;hospice nursing assistant,,,"Palliative care social workers provide assistance and counselling to patients with a chronic or a terminal disease and their families with the practical arrangements. They arrange the required medical care for the patient and help the family to adjust to the diagnosis by providing support and attention to their emotional needs, helping them to understand their options."
http://data.europa.eu/esco/occupation/bf2ca3bb-5fa5-41d9-a039-949cad61616d,2433,technical sales representative in chemical products,trainee technical sales engineer in chemical products;graduate technical sales engineer in chemical products;chemical products field salesperson;senior technical sales representative in chemical products;chemical products technical field sales representative;chemical products field salesman;senior technical sales engineer in chemical products;chemical products inside technical sales representative;assistant technical sales representative in chemical products;graduate technical sales representative in chemical products;chemical products field saleswoman;assistant technical sales engineer in chemical products;chemical products outside technical sales representative;trainee technical sales representative in chemical products,,,Technical sales representatives in chemical products act for a business to sell its merchandise while providing technical insight for customers.
http://data.europa.eu/esco/occupation/c0489e22-6a1b-4e52-974a-eb71bbb42134,2432,public relations officer,public affairs officer;public relations coordinator;communications officer;press secretary;public information officer;media coordinator;press consultant;media relations officer;press relations officer;media consultant,,,Public relations officers represent a company or organisation to stakeholders and the public. They use communications strategies to promote an understanding of the activities and image of their clients in a favourable way.
http://data.europa.eu/esco/occupation/c2e6609d-0abe-4a38-b295-e06edbd52e82,2432,fundraising manager,fundraising coordinator;charity fundraiser;fundraiser;philanthropic manager;giving manager;fundraising consultant;individual giving manager;planned giving manager;non-profit fundraiser;fundraising specialist,,,"Fundraising managers are responsible for raising money on behalf of organisations, often non-profit such as charities. Moreover, they manage the fundraised resources developing programs for its use. They perform a variety of tasks to raise money such as developing corporate partnerships, coordinating direct mail campaigns, organizing fundraisers, contacting donators or sponsors, and sourcing grant income from trusts, foundations and other statutory bodies."
http://data.europa.eu/esco/occupation/c3c8c56c-b3ab-4425-a38a-abcace020d22,2634,clinical psychologist,expert in clinical psychology;specialist clinical psychologist;practitioner of clinical psychology;hospital psychologist;psychologist in hospital;expert clinical psychologist;hospital psychology practitioner;clinical psychology practitioner,,,"Clinical psychologists diagnose, rehabilitate, and support individuals affected by mental, emotional, and behavioural disorders and problems as well as mental changes and pathogenic conditions through use of cognitive tools and appropriate intervention. They use clinical psychological resources on the basis of psychological science, its findings, theories, methods, and techniques for the investigation, interpretation, and prediction of human experience and behaviour."
http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d,2513,web developer,web application developer;web developers;web engineer;web specialist;web programmer,,,"Web developers develop, implement and document web-accessible software based on the designs provided. They align the client's web presence with its business strategy, troubleshoot software problems and issues and look for ways to improve the application."
http://data.europa.eu/esco/occupation/c418ed9a-132f-48cd-ae5c-dd375070ee0e,2422,trade development officer,trade development director;import and export officer;import & export director;import and export director;senior trade development officer;international trade development officer,,,"Trade development officers develop and implement trade policies both internally and in international import and export relations. They analyse the domestic and foreign markets in order to promote and establish business operations, and ensure trade proceedings are compliant with legislation and businesses are protected from distortions."
http://data.europa.eu/esco/occupation/c60ede09-b67b-4173-8991-b9b694149488,2635,employment support worker,employment rights worker;employment social worker;supported employment worker;employment support social worker;employability support worker;unemployment social worker;job placement social worker;social worker (community development),,,"Employment support workers provide assistance to people with difficulties to find a job and long-term unemployed people. They provide guidance in the creation CVs, searching for job openings, contacting employers, and the preparation for job interviews."
http://data.europa.eu/esco/occupation/c6c48286-2037-47e3-a132-b745dce858e2,2619,coroner,pathologist;medical examiner;chief coroner;chief medical examiner;forensic medical examiner,,,"Coroners oversee the examination of deceased individuals in order to determine the cause of death in uncommon circumstances. They ensure records are maintained of the deaths within their jurisdiction, and facilitate communication with other officials to ensure the investigation is complete."
http://data.europa.eu/esco/occupation/c956be07-53a3-4b01-b8f8-f0c5a428eaa8,2433,technical sales representative,field salesman;field salesperson;field saleswoman;technical field sales representative;assistant technical sales representative;inside technical sales representative;graduate technical sales representative;senior technical sales engineer;assistant technical sales engineer;outside technical sales representative;graduate technical sales engineer;senior technical sales representative;trainee technical sales engineer;trainee technical sales representative,,,Technical sales representatives act for a business to sell its merchandise while providing technical insight for customers.
http://data.europa.eu/esco/occupation/c9862fdd-53b7-4da9-b742-4302d704836c,2421,lean manager,lean coach;lean project manager;lean facilitator;lean director;operational excellence manager;kaizen manager;lean engineer;lean expert;process excellence manager;continuous improvement manager;manufacturing excellence manager,,,"Lean managers plan and manage lean programs in different business units of an organisation. They drive and coordinate continuous improvements projects aimed at achieving manufacturing efficiency, optimise workforce productivity, generate business innovation and realise transformational changes impacting on operations and business processes, and report on results and progresses to the company management. They contribute to the creation of a continuous improvement culture within the company, and they are responsible for developing and training a team of lean experts."
http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6,2411,accounting analyst,accounting systems analyst;accounts analyst;accounting specialist;accounting methods analyst,,,"Accounting analysts evaluate the financial statements of clients, usually companies, which include the income sheet, the balance sheet, the statement of cash flows and additional notes to other financial statements. They interpret and implement new accounting systems and accounting procedures and will analyse and determine if the proposed systems conform to accounting regulations and meet user information requirements."
http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8,2422,policy officer,policy researcher;policy advisor;strategy manager;strategy advisor;policy coordinator;policy analyst;policy manager;health policy officer,,,"Policy officers research, analyse and develop policies in various public sectors, and shape and implement these policies to improve the existing regulation around the sector. They evaluate effects of existing policies and report findings to the government and members of the public. Policy officers work closely with partners, external organisations or other stakeholders and provide them with regular updates."
http://data.europa.eu/esco/occupation/cb4f98c8-6b8d-41d8-87eb-a2a2033a3a25,2422,public procurement specialist,public sector procurement practitioner;public procurement expert;public procurement practitioner;public sector procurement specialist;public sector procurement expert,,,Public procurement specialists are full-time public procurement practitioners working as part of a procurement team in a large organisation or central purchasing body in all phases of the procurement cycle. They translate needs into contracts and deliver value for money for the organisation and the public.
http://data.europa.eu/esco/occupation/cbdb80db-c760-4b68-b074-88c397650ef5,2642,editor-in-chief,head editor;executive editor;executive director of editorial;editor in chief;managing editor;executive editorial director;chief editor;editorial director,,,"Editors-in-chief oversee the production of news stories for newspapers, magazines, journals and other media. They manage the day-to-day operations of a publication and make sure it is ready on time."
http://data.europa.eu/esco/occupation/cc325a8f-702e-4bf0-893f-5b5d456475ad,2514,cloud identity manager,cloud identity risk manager;cloud identity access manager;cloud identity engineer,,,Cloud identity managers work with identity access management's applications. Collaborate with senior management to address key risks in the identity governance. Plan strategies to comply with professional standards.
http://data.europa.eu/esco/occupation/cc867bee-ab5c-427f-9244-f7a204d9574b,2512,cloud DevOps engineer,devops analyst;devops consultant;cloud devops solution specialist;devops administrator;devops engineer;cloud infrastructure devops engineer;devops architect;site reliability devops engineer;cloud automation engineer;devops specialist;devops;cloud devops;devops consultant engineer,azure cloud devops;linux cloud engineer;openshift devops consultant;aws devops engineer,,"Cloud DevOps engineers implement and manage continuous software delivery systems and methodologies. This includes managing and configuring code repositories, build services, automated testing, and deployment mechanisms. For cloud-based workloads, a Cloud DevOps Engineer define and deploy infrastructure as code, automating test and development environments. They can define and configure automated disaster recovery solutions that meet business objectives."
http://data.europa.eu/esco/occupation/cd4f41a5-87a6-4b3c-8ee3-14e6f457c365,2411,audit supervisor,audit checker;auditing supervisor;audit leader;audit inspector;audit examiner;audits supervisor;auditor-in-charge;audit overseer;audit team leader;audit assessor;audit associate,,,"Audit supervisors oversee audit staff, planning and reporting, and review the audit staff's automated audit work papers to ensure compliance with the company's methodology. They prepare reports, evaluate general auditing and operating practices, and communicate findings to the superior management."
http://data.europa.eu/esco/occupation/cdd3d773-75a4-4f35-bd1d-1ac720afcf9d,2511,IT auditor,ICT auditor;information technology auditor;IT Quality Appraiser,,Excludes people performing managerial activities.,"IT auditors perform audits of information systems, platforms, and operating procedures in accordance with established corporate standards for efficiency, accuracy and security. They evaluate ICT infrastructure in terms of risk to the organisation and establish controls to mitigate loss. They determine and recommend improvements in the current risk management controls and in the implementation of system changes or upgrades."
http://data.europa.eu/esco/occupation/ce53a1b2-2fec-4d04-9390-47fb3dd525f0,2635,community social worker,community support worker;community outreach worker;housing social worker;community welfare social worker;social development worker;senior community worker;neighbourhood worker;estate outreach worker;neighbourhood outreach worker;outreach worker,,,"Community social workers help people in disadvantage or excluded from society to change their situation and handle their integration problems. They work with communities focusing on specific groups. Community social workers liaise closely with social workers, schools, local authorities and probation officers representing people before policy makers at local and national level."
http://data.europa.eu/esco/occupation/cf2b03cd-feb7-4f47-90f6-ff1ed6016d3d,2523,ICT network engineer,networks designer;networks developer;network configurator;network developer;network engineers;networks engineer,,,"ICT network engineers implement, maintain and support computer networks. They also perform network modelling, analysis, and planning. They may also design network and computer security measures. They may research and recommend network and data communications hardware and software."
http://data.europa.eu/esco/occupation/d0aa0792-4345-474b-9365-686cf4869d2e,2512,software architect,software architects;software designer;application architect,,Excludes people performing programming and coding activities.,"Software architects create the technical design and the functional model of a software system, based on functional specifications. They also design the architecture of the system or different modules and components related to the business' or customer requirements, technical platform, computer language or development environment."
http://data.europa.eu/esco/occupation/d19932b3-169a-4cdf-a9cd-bdf8857b0184,2433,technical sales representative in the textile machinery industry,textile industry machinery field salesman;textile industry machinery outside technical sales representative;textile industry machinery inside technical sales representative;senior technical sales representative in the textile industry machinery;graduate technical sales representative in the textile industry machinery;assistant technical sales representative in the textile industry machinery;trainee technical sales representative in the textile industry machinery;assistant technical sales engineer in the textile industry machinery;graduate technical sales engineer in the textile industry machinery;textile industry machinery field saleswoman;textile industry machinery field salesperson;senior technical sales engineer in the textile industry machinery;trainee technical sales engineer in the textile industry machinery;textile industry machinery technical field sales representative,,,Technical sales representatives in the textile machinery industry act for a business to sell its merchandise while providing technical insight for customers.
http://data.europa.eu/esco/occupation/d21890a3-cbe9-49df-9a19-a4120d866548,2619,notary,common law notary;public notary;notarial officer;civil law notary;law signing agent;notary signing agent,,"Excludes people performing the transfer of legal properties and titles.;Excludes <a resource=""http://data.europa.eu/esco/occupation/a9411821-4f54-406e-ba37-4c6e5a39f9fe"" typeOf=""http://data.europa.eu/esco/model#Occupation"" href=""http://data.europa.eu/esco/occupation/a9411821-4f54-406e-ba37-4c6e5a39f9fe""><span property=""http://www.w3.org/2000/01/rdf-schema#label"" xml:lang=""en"">conveyance clerk</span></a>.","Notaries ensure the authenticity and legitimacy of official documents such as declarations, certificates, contracts, deeds and purchases. They examine the documents, witness the signing and authenticate them. They administer oaths and affirmations and perform other acts of notarisation."
http://data.europa.eu/esco/occupation/d2d451cc-e839-4192-be54-d7724814aa03,2412,corporate banking adviser,corporate banker;business banking officer;commercial banking accounts officer;cash management adviser;cash management officer;corporate banking officer;corporate banking centre adviser,,,"Corporate banking advisers offer advice on a broad range of financial goods and services such as securities services, credit services, cash management, insurance products, leasing, information on merges and acquisitions and capital markets activities, to institutions and organisations."
http://data.europa.eu/esco/occupation/d2db926b-8b14-4686-9c98-fb0dc3a38cbb,2431,creative director,advertising director;chief design officer;executive creative director;creative manager;creative services manager;design strategist;design director;creative coordinator,,,Creative directors manage the team that is responsible for the creation of advertisements and commercials. They oversee the whole creation process. Creative directors pitch the designs of their team to the client.
http://data.europa.eu/esco/occupation/d3570716-cc0d-4a61-b9a0-9b3081050e9d,2642,entertainment journalist,film journalist;entertainment correspondent;arts journalist;film and entertainment journalist;event reporter;film & entertainment journalist;live event journalist;entertainment reporter;theatre reporter;live reporter;red carpet reporter;music journalist;arts reporter,,,"Entertainment journalists research and write articles about cultural and social events for newspapers, magazines, television and other media. They conduct interviews with artists and celebrities and attend events."
http://data.europa.eu/esco/occupation/d372b694-041a-4978-bd81-efbb763ee70d,2642,crime journalist,investigative journalist;crime writer;crime & critical events journalist;crime reporter;crime and critical events journalist;forensic journalist;senior crime journalist;crime and defence correspondent;crime correspondent;crime & defence correspondent,,,"Crime journalists research and write articles about criminal events for newspapers, magazines, television and other media. They conduct interviews and attend court hearings."
http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb,2423,human resources officer,HR director;personnel rep;human resources director;HR officer;lifelong learning coach;personnel manager;personnel representative;human resources supervisor;personnel officer;human resources worker;HR worker;personnel expert;HR rep;HR supervisor;human resource officer;personnel supervisor;HR representative;human resources representative;personnel assistant;personnel director;personnel worker;personnel administrator;skills trainer;personnel recruiter;human resources rep;personnel development specialist;competencies trainer,,,"Human resources officers develop and implement strategies that help their employers select and retain appropriately qualified staff within that business sector. They recruit staff, prepare job advertisements, interview and short-list people, negotiate with employment agencies, and set up working conditions. Human resources officers also administer the payroll, review salaries and advise on remuneration benefits and employment law. They arrange for training opportunities to enhance employees' performance."
http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2,2511,data analyst,battery data analyst;mine electrification data analyst;data warehouse analyst;data warehousing analyst;battery materials data analyst;battery module performance data analyst;business data analyst;data storage analyst,,"Excludes people performing managerial, engineering, and programming activities.","Data analysts import, inspect, clean, transform, validate, model, or interpret collections of data with regard to the business goals of the company. They ensure that the data sources and repositories provide consistent and reliable data. Data analysts use different algorithms and IT tools as demanded by the situation and the current data. They might prepare reports in the form of visualisations such as graphs, charts, and dashboards."
http://data.europa.eu/esco/occupation/d4d6842b-27f0-4222-85db-c542acf6d434,2422,public health policy officer,general manager;healthcare services planning officer;healthcare planning officer;healthcare planner;health service manager;healthcare admistrator;general manager healthcare,,,Public health policy officers develop and implement strategies for the improvement of a community's health care policy. They advise governments on policy changes and identify problems in current health care policies.
http://data.europa.eu/esco/occupation/d6bffef4-f09a-4711-9ecb-92ec04353b21,2635,substance misuse worker,substanse abuse social worker;social worker (substance misuse);drug and alcohol worker;addiction social worker;substance mis-use counsellor;substance mis-use mentor;substance abuse social worker;mentor (drugs and alcohol);drug abuse outreach worker;mentor (drugs and alcahol);drug and alcohol social worker;substance misuse adviser;alcohol outreach worker;substance misuse outreach worker,,,"Substance misuse workers provide assistance and counselling to people with substance abuse problems. They monitor their progress, advocate for them, and performe crisis interventions and group therapy. They also assist patients dealing with the consequences of tobacco, alcohol or recreational drugs abuse, which can be problematics as unemployment, physical or mental disorders and poverty."
http://data.europa.eu/esco/occupation/d6ef013f-57e9-4100-bbe5-3e4930664dee,2422,social services policy officer,social policy specialist;social policy analyst;social services policy advisor;social services policy researcher;social policy officer;social policy development officer;social policy researcher;social policy advisor;policy officer at social services,,,"Social services policy officers research, analyse and develop social services policies and implement these policies and services to improve circumstances of disadvantaged and vulnerable members of society such as children and elderly people. They work in the administration of social services and stay in contact with organisations and other stakeholders and provide them with regular updates."
http://data.europa.eu/esco/occupation/d9004a14-bda2-4c63-ab64-17ca163ac1bd,2422,parliamentary assistant,MP's PA;MP's assistant;MSP's parliamentary assistant;MP's parliamentary assistant;constituency assistant;MSP's assistant;AM's parliamentary assistant;MLA's assistant;parliamentary intern;politician's assistant;MEP's assistant;MLA's parliamentary assistant;MP's personal assistant;political assistant;AM's assistant;executive officer,,,"Parliamentary assistants provide support to officials and politicians of regional, national and international parliaments and undertake logistical tasks. They revise official documents and follow procedures set by the respective parliaments. They support on the communication with stakeholders and provide the logistical support required in handling official processes."
http://data.europa.eu/esco/occupation/d9612966-e295-4d81-ba2b-9f36bad0b392,2424,business coach,professional development coach;corporate coach;leadership coach;business development coach;personal development coach;business leadership coach;executive coach;practitioner of business coaching;coach in business development,,,"Business coaches guide employees of a company or other institution in order to improve their personal effectiveness, increase their job satisfaction, and positively impact their career development in the business setting. They do this by leading the coachee (the person who is being coached) to resolution of their challenges by their own means. Business coaches aim to address specific tasks or reach specific goals, as opposed to overall development."
http://data.europa.eu/esco/occupation/d96de969-d43d-4082-8559-7fc35484a217,2412,relationship banking manager,client manager;relations banker;financial products relationship manager;personal financial advisor;commercial banking relationship manager;private banking relationship manager;private banker;relationship banker;relationship manager,,,Relationship banking managers retain and expand existing and prospective customer relationships. They use cross-selling techniques to advise and sell various banking and financial products and services to customers. They also manage the total relationship with customers and are responsible for optimising business results and customer satisfaction.
http://data.europa.eu/esco/occupation/d9723f33-7faf-4f8a-8a98-6b02d1e10f2b,2411,bankruptcy trustee,insolvency practitioner;insolvency trustee;bankruptcy analyst;trustees in bankruptcy;trustee in bankruptcy;insolvency practitioners,,,"Bankruptcy trustees administer a client's bankruptcy case, investigate legal documentation for fraud possibilities and manage the money received from the sale of non-exempt property so as to distribute it to the owed creditors."
http://data.europa.eu/esco/occupation/da4589ce-7534-4cc1-9ce4-cabf9364b87c,2643,localiser,localisation games tester;localiser quality assurance tester;localisation tester;localisation translator;localisation project manager;localiser QA tester,,,"Localisers translate and adapt texts to the language and culture of a specific target audience. They convert standard translation into locally understandable texts with flairs of the culture, sayings, and other nuances that make the translation richer and more meaningful for a cultural target group than it was before."
http://data.europa.eu/esco/occupation/db3da11f-67a0-415f-b785-81f33d3be810,2642,business journalist,financial journalist;economic journalist;business writer;business & finance journalist;business correspondent;business reporter;business & economics journalist;senior business journalist;business and finance journalist;business and economics reporter;foreign business correspondent;business and economics journalist;business & economics reporter;on-line business journalist;economic reporter,,,"Business journalists research and write articles about economy and economic events for newspapers, magazines, television and other media. They conduct interviews and attend events."
http://data.europa.eu/esco/occupation/dc69f2ed-ebe9-43da-bf9d-31aac874d4c2,2635,rehabilitation support worker,reablement officer;occupational therapy support worker;rehabilitation worker;rehabilitation social worker;rehabilitation outreach worker;rehabilitation support specialist;disability social worker,,,"Rehabilitation support workers provide counselling to individuals dealing with birth defects or with major consequences caused by diseases, accidents, and burnouts. They help them to cope with personal, social and vocational issues. They assess the personal needs of clients, develop rehabilitation plans, get involved in the training, and help people undergoing a rehabilitation plan with job placement."
http://data.europa.eu/esco/occupation/de80bbf0-447d-4a6a-845a-fdba4e0dc30c,2431,brand manager,senior brand manager;trainee brand manager;market development executive;graduate brand manager;marketing development manager;marketing manager (brand development);brand marketing manager;assistant brand manager;formula manager;brand development manager;brand executive,,,Brand managers analyse and plan the way a brand is positioned on the market.
http://data.europa.eu/esco/occupation/de99886e-59e3-432d-ba53-9652dbe378d6,2412,programme funding manager,program funding manager;programme funding administrator;programme funding officer;grants manager;programme funding coordinator,,,Programme funding managers take the lead in developing and realizing the funding strategy of the programmes of an organisation.
http://data.europa.eu/esco/occupation/dfa51b4d-0929-4885-b682-29e375c6b52c,2411,dividend analyst,dividends clerk;dividend and coupon analyst;dividend calculation clerk;dividends analyst;dividend clerk,,,"Dividend analysts calculate and allocate dividends and interest incomes of a company's earnings to a category of its shareholders. They assess business systems and processes in order to identify user needs and to deliver appropriate solutions. They also undertake dividend forecasts on amounts and payment schedules and identify potential risks, based on their financial and market price expertise."
http://data.europa.eu/esco/occupation/e01719f4-d7dd-42fe-b504-93128520f84a,2431,advertising specialist,advertising account manager;brand specialist;advertising consultant;advertising and promotional specialist;advertising strategist;advertising adviser;strategic marketing specialist;advertising advisor,,,"Advertising specialists provide advice to companies and organisations about the development of their advertising strategies and on advertising-related topics covering a more general strategic approach. They combine knowledge of marketing, budgets, and psychology with a creative mind to develop advertising campaigns. They propose alternatives to clients that promote their organisations, products, or projects."
http://data.europa.eu/esco/occupation/e0b544dd-b621-4126-a55e-054af25c6ea0,2523,ICT network architect,network designer;network architects,,Excludes people performing managerial activities.,"ICT network architects design the topology and connectivity of ICT network such as hardware, infrastructure, communication and hardware components."
http://data.europa.eu/esco/occupation/e16c2422-1323-4d8a-bd0f-c7584de70be1,2431,pricing specialist,assistant pricing specialist;retail pricing analyst;price checker;graduate supermarket pricing specialist;commercial product price analyst;price clerk;price marker;price point analyst;discount supermarket pricing specialist;price analyst;senior pricing specialist;graduate trainee pricing specialist;food supermarket pricing specialist;trainee pricing specialist;pricing development analyst;commercial pricing analyst,,,"Pricing specialists analyse production prices, market trends and competitors in order to establish the right price, taking brand and marketing concepts into consideration."
http://data.europa.eu/esco/occupation/e1c72b5f-4c5c-487c-a6df-e84b64a51dae,2511,ICT system architect,systems architect;IT systems architect;information systems architect;ICT system architects;solution architect;ICT systems architect;ICT systems architects;IT system architect,,Excludes people performing development activities.,"ICT system architects design architecture, components, modules, interfaces, and data for a multi-components system to meet specified requirements."
http://data.europa.eu/esco/occupation/e3229e40-f571-4b26-baca-29edc8fe313e,2511,computer scientist,IT researcher;IT scientist;ICT science researcher;ICT researcher;IT research scientist;ICT scientist;ICT research scientist;computers scientist;IT science researcher,,Includes people performing in-house research activities. Excludes people performing outsource research activities.,"Computer scientists conduct research in computer and information science, directed toward greater knowledge and understanding of fundamental aspects of ICT phenomena. They write research reports and proposals. Computer scientists also invent and design new approaches to computing technology, find innovative uses for existing technology and studies and solve complex problems in computing."
http://data.europa.eu/esco/occupation/e4112a88-973f-4c7a-97f5-2241e6b6833f,2423,employment and vocational integration consultant,job placement consultant;corporate coach;business coach;career coach;outplacement expert;vocational counsellor;outplacement consultant;public employment service consultant;career mentor;job placement adviser;job coach;vocational adviser;vocational expert;job placement expert,,,"Employment and vocational integration consultants offer assistance to unemployed individuals in finding jobs or vocational training opportunities, according to their educational or professional background and experience. They advise them on how to market their skills in the job-hunting process. Employment and vocational integration consultants help job-seekers write CVs and cover letters, prepare for a job interview and indicate where to search for new job or training opportunities."
http://data.europa.eu/esco/occupation/e55e1a62-eab4-4829-a71e-e0d294cacf6b,2641,lyricist,songwriter;composer-lyricist;lyric writer;libretist;copywriter & lyricist;singer-lyricist;lyric songwriter,,"Excludes <a resource=""http://data.europa.eu/esco/occupation/7dc05fcc-b079-45ed-b5d4-74c75f99976c"" typeOf=""http://data.europa.eu/esco/model#Occupation"" href=""http://data.europa.eu/esco/occupation/7dc05fcc-b079-45ed-b5d4-74c75f99976c""><span property=""http://www.w3.org/2000/01/rdf-schema#label"" xml:lang=""en"">composer</span></a>.",Lyricists interpret the style of a music piece and write words to accompany the melody. They work together with the music composer.
http://data.europa.eu/esco/occupation/e5a63940-57d3-4065-8713-74b4e2c93063,2431,product and services manager,graduate e-catalogue manager;marketing e-catalogue manager;assistant product and services manager manager;trainee e-catalogue manager;senior e-catalogue manager;online e-catalogue manager;sales e-catalogue manager;graduate product and services manager;customer e-catalogue manager;customer product and services manager manager;marketing catalogue manager;e-catalogue manager;trainee product and services manager;product catalogue manager;senior product and services manager;online catalogue manager;assistant e-catalogue manager;sales catalogue manager;catalogue manager,,,Product and services managers are in charge of defining the content and structure of a catalogue or portfolio within a company.
